fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,fighter1_implied_prob,fighter2_implied_prob,opening_odds_f1,opening_odds_f2,line_movement_f1,line_movement_f2,odds_spread,event_name,source,f1_is_favorite,is_competitive_matchup,has_heavy_favorite,big_line_movement
Ray Borg,Chris Kelades,144,-179,0.4098360655737705,0.6415770609318996,132,-167,12,-12,0.2317409953581291,UFC Fight Night: Henderson vs Thatch ,Synthetic,0,0,0,0
Efrain Escudero,Rodrigo de Lima,-320,247,0.7619047619047619,0.2881844380403458,-307,234,-13,13,0.47372032386441604,UFC Fight Night: Henderson vs Thatch ,Synthetic,1,0,1,0
Chas Skelly,Jim Alers,110,-135,0.47619047619047616,0.574468085106383,128,-153,-18,18,0.09827760891590687,UFC Fight Night: Henderson vs Thatch ,Synthetic,0,1,0,0
Zach Makovsky,Tim Elliott,154,-191,0.3937007874015748,0.6563573883161512,130,-167,24,-24,0.2626566009145764,UFC Fight Night: Henderson vs Thatch ,Synthetic,0,0,0,0
James Moontasri,Cody Pfister,197,-249,0.3367003367003367,0.7134670487106017,226,-278,-29,29,0.376766712010265,UFC Fight Night: Henderson vs Thatch ,Synthetic,0,0,1,0
Anderson Silva,Nick Diaz,295,-393,0.25316455696202533,0.7971602434077079,277,-375,18,-18,0.5439956864456825,UFC 183: Silva vs Diaz ,Synthetic,0,0,1,0
Tyron Woodley,Kelvin Gastelum,183,-230,0.35335689045936397,0.696969696969697,184,-231,-1,1,0.34361280651033305,UFC 183: Silva vs Diaz ,Synthetic,0,0,0,0
Joe Lauzon,Al Iaquinta,154,-191,0.3937007874015748,0.6563573883161512,135,-172,19,-19,0.2626566009145764,UFC 183: Silva vs Diaz ,Synthetic,0,0,0,0
Thales Leites,Tim Boetsch,-132,107,0.5689655172413793,0.4830917874396135,-161,136,29,-29,0.08587372980176583,UFC 183: Silva vs Diaz ,Synthetic,1,1,0,0
Jordan Mein,Thiago Alves,-382,288,0.7925311203319502,0.25773195876288657,-361,267,-21,21,0.5347991615690636,UFC 183: Silva vs Diaz ,Synthetic,1,0,1,0
Miesha Tate,Sara McMann,228,-293,0.3048780487804878,0.7455470737913485,216,-281,12,-12,0.44066902501086075,UFC 183: Silva vs Diaz ,Synthetic,0,0,1,0
Ed Herman,Derek Brunson,-381,287,0.7920997920997921,0.25839793281653745,-374,280,-7,7,0.5337018592832546,UFC 183: Silva vs Diaz ,Synthetic,1,0,1,0
Ian McCall,John Lineker,289,-383,0.2570694087403599,0.7929606625258799,284,-378,5,-5,0.53589125378552,UFC 183: Silva vs Diaz ,Synthetic,0,0,1,0
Rafael Natal,Tom Watson,-222,177,0.6894409937888198,0.36101083032490977,-206,161,-16,16,0.3284301634639101,UFC 183: Silva vs Diaz ,Synthetic,1,0,0,0
Richardson Moreira,Ildemar Alcantara,168,-210,0.373134328358209,0.6774193548387096,175,-217,-7,7,0.30428502648050065,UFC 183: Silva vs Diaz ,Synthetic,0,0,0,0
Thiago Santos,Andy Enz,283,-375,0.26109660574412535,0.7894736842105263,273,-365,10,-10,0.528377078466401,UFC 183: Silva vs Diaz ,Synthetic,0,0,1,0
Alexander Gustafsson,Anthony Johnson,-260,205,0.7222222222222222,0.32786885245901637,-260,205,0,0,0.39435336976320584,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,1,0
Dan Henderson,Gegard Mousasi,-239,189,0.7050147492625368,0.3460207612456747,-243,193,4,-4,0.3589939880168621,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,1,0
Phil Davis,Ryan Bader,-355,270,0.7802197802197802,0.2702702702702703,-368,283,13,-13,0.5099495099495099,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,1,0
Akira Corassani,Sam Sicilia,-137,111,0.5780590717299579,0.47393364928909953,-109,83,-28,28,0.10412542244085832,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,0,0
Nicholas Musoke,Albert Tumenov,-135,110,0.574468085106383,0.47619047619047616,-139,114,4,-4,0.09827760891590687,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,1,0,0
Kenny Robertson,Sultan Aliev,186,-235,0.34965034965034963,0.7014925373134329,190,-239,-4,4,0.35184218766308323,UFC on FOX: Gustafsson vs Johnson ,Synthetic,0,0,1,0
Andy Ogle,Makwan Amirkhani,-148,120,0.5967741935483871,0.45454545454545453,-154,126,6,-6,0.1422287390029326,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,0,0
Nikita Krylov,Stanislav Nedkov,151,-188,0.398406374501992,0.6527777777777778,157,-194,-6,6,0.2543714032757858,UFC on FOX: Gustafsson vs Johnson ,Synthetic,0,0,0,0
Mairbek Taisumov,Anthony Christodoulou,-167,135,0.6254681647940075,0.425531914893617,-189,157,22,-22,0.19993624990039044,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,0,0
Mirsad Bektic,Paul Redmond,127,-157,0.44052863436123346,0.6108949416342413,142,-172,-15,15,0.17036630727300783,UFC on FOX: Gustafsson vs Johnson ,Synthetic,0,0,0,0
Viktor Pesta,Konstantin Erokhin,-350,267,0.7777777777777778,0.2724795640326976,-373,290,23,-23,0.5052982137450802,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,0,1,0
Neil Seery,Chris Beal,-133,108,0.5708154506437768,0.4807692307692308,-108,83,-25,25,0.09004621987454603,UFC on FOX: Gustafsson vs Johnson ,Synthetic,1,1,0,0
Conor McGregor,Dennis Siver,-341,261,0.7732426303854876,0.2770083102493075,-360,280,19,-19,0.4962343201361801,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,1,0
Donald Cerrone,Benson Henderson,156,-194,0.390625,0.6598639455782312,153,-191,3,-3,0.26923894557823125,UFC Fight Night: McGregor vs Siver ,Synthetic,0,0,0,0
Uriah Hall,Ron Stallings,-144,117,0.5901639344262295,0.4608294930875576,-158,131,14,-14,0.1293344413386719,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,0,0
Norman Parke,Gleison Tibau,-181,146,0.6441281138790036,0.4065040650406504,-162,127,-19,19,0.2376240488383532,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,0,0
Cathal Pendred,Sean Spencer,-334,256,0.7695852534562212,0.2808988764044944,-333,255,-1,1,0.4886863770517268,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,1,0
John Howard,Lorenz Larkin,-204,163,0.6710526315789473,0.38022813688212925,-195,154,-9,9,0.2908244946968181,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,0,0
Zhang Lipeng,Chris Wade,-393,295,0.7971602434077079,0.25316455696202533,-376,278,-17,17,0.5439956864456825,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,1,0
Paddy Holohan,Shane Howell,117,-144,0.4608294930875576,0.5901639344262295,129,-156,-12,12,0.1293344413386719,UFC Fight Night: McGregor vs Siver ,Synthetic,0,0,0,0
Johnny Case,Frankie Perez,189,-238,0.3460207612456747,0.7041420118343196,198,-247,-9,9,0.35812125058864486,UFC Fight Night: McGregor vs Siver ,Synthetic,0,0,1,0
Charles Rosa,Sean Soriano,-340,260,0.7727272727272727,0.2777777777777778,-324,244,-16,16,0.4949494949494949,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,1,0
Matt Van Buren,Sean O'Connell,-390,293,0.7959183673469388,0.2544529262086514,-374,277,-16,16,0.5414654411382873,UFC Fight Night: McGregor vs Siver ,Synthetic,1,0,1,0
Tateki Matsuda,Joby Sanchez,139,-172,0.41841004184100417,0.6323529411764706,169,-202,-30,30,0.2139428993354664,UFC Fight Night: McGregor vs Siver ,Synthetic,0,0,0,0
Jon Jones,Daniel Cormier,-286,223,0.7409326424870466,0.30959752321981426,-298,235,12,-12,0.43133511926723234,UFC 182: Jones vs Cormier ,Synthetic,1,0,1,0
Donald Cerrone,Myles Jury,215,-274,0.31746031746031744,0.732620320855615,231,-290,-16,16,0.41516000339529757,UFC 182: Jones vs Cormier ,Synthetic,0,0,1,0
Brad Tavares,Nate Marquardt,-383,289,0.7929606625258799,0.2570694087403599,-411,317,28,-28,0.53589125378552,UFC 182: Jones vs Cormier ,Synthetic,1,0,1,0
Kyoji Horiguchi,Louis Gaudinot,-169,137,0.6282527881040892,0.4219409282700422,-185,153,16,-16,0.20631185983404704,UFC 182: Jones vs Cormier ,Synthetic,1,0,0,0
Hector Lombard,Joshua Burkman,-205,164,0.6721311475409836,0.3787878787878788,-220,179,15,-15,0.2933432687531048,UFC 182: Jones vs Cormier ,Synthetic,1,0,0,0
Danny Castillo,Paul Felder,-235,186,0.7014925373134329,0.34965034965034963,-221,172,-14,14,0.35184218766308323,UFC 182: Jones vs Cormier ,Synthetic,1,0,1,0
Marcus Brimage,Cody Garbrandt,-368,279,0.7863247863247863,0.2638522427440633,-353,264,-15,15,0.5224725435807229,UFC 182: Jones vs Cormier ,Synthetic,1,0,1,0
Shawn Jordan,Jared Cannonier,-241,191,0.7067448680351907,0.3436426116838488,-231,181,-10,10,0.36310225635134186,UFC 182: Jones vs Cormier ,Synthetic,1,0,1,0
Evan Dunham,Rodrigo Damm,267,-350,0.2724795640326976,0.7777777777777778,260,-343,7,-7,0.5052982137450802,UFC 182: Jones vs Cormier ,Synthetic,0,0,1,0
Omari Akhmedov,Mats Nilsson,261,-342,0.2770083102493075,0.7737556561085973,234,-315,27,-27,0.4967473458592898,UFC 182: Jones vs Cormier ,Synthetic,0,0,1,0
Alexis Dufresne,Marion Reneau,267,-350,0.2724795640326976,0.7777777777777778,291,-374,-24,24,0.5052982137450802,UFC 182: Jones vs Cormier ,Synthetic,0,0,1,0
Lyoto Machida,CB Dollaway,275,-362,0.26666666666666666,0.7835497835497836,250,-337,25,-25,0.5168831168831169,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,1,0
Renan Barao,Mitch Gagnon,117,-144,0.4608294930875576,0.5901639344262295,113,-140,4,-4,0.1293344413386719,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,0,0
Antonio Carlos Junior,Patrick Cummins,125,-154,0.4444444444444444,0.6062992125984252,104,-133,21,-21,0.1618547681539808,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,0,0
Elias Silverio,Rashid Magomedov,257,-335,0.2801120448179272,0.7701149425287356,281,-359,-24,24,0.4900028977108084,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,1,0
Erick Silva,Mike Rhodes,294,-392,0.25380710659898476,0.7967479674796748,281,-379,13,-13,0.54294086088069,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,1,0
Daniel Sarafian,Antonio Dos Santos,271,-356,0.2695417789757412,0.7807017543859649,252,-337,19,-19,0.5111599754102236,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,1,0
Marcos Rogerio de Lima,Igor Pokrajac,-196,157,0.6621621621621622,0.38910505836575876,-217,178,21,-21,0.2730571037964034,UFC Fight Night: Machida vs Dollaway ,Synthetic,1,0,0,0
Tom Niinimaki,Renato Moicano,212,-271,0.32051282051282054,0.7304582210242587,223,-282,-11,11,0.4099454005114382,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,1,0
Darren Elkins,Hacran Dias,-277,217,0.7347480106100795,0.31545741324921134,-278,218,1,-1,0.4192905973608682,UFC Fight Night: Machida vs Dollaway ,Synthetic,1,0,1,0
Leandro Issa,Yuta Sasaki,148,-184,0.4032258064516129,0.647887323943662,164,-200,-16,16,0.24466151749204912,UFC Fight Night: Machida vs Dollaway ,Synthetic,0,0,0,0
Marcio Alexandre Junior,Tim Means,-189,152,0.6539792387543253,0.3968253968253968,-186,149,-3,3,0.2571538419289285,UFC Fight Night: Machida vs Dollaway ,Synthetic,1,0,0,0
Vitor Miranda,Jake Collier,-356,271,0.7807017543859649,0.2695417789757412,-339,254,-17,17,0.5111599754102236,UFC Fight Night: Machida vs Dollaway ,Synthetic,1,0,1,0
Junior Dos Santos,Stipe Miocic,-314,242,0.7584541062801933,0.29239766081871343,-322,250,8,-8,0.46605644546147984,UFC on FOX: Dos Santos vs Miocic ,Synthetic,1,0,1,0
Rafael Dos Anjos,Nate Diaz,285,-377,0.2597402597402597,0.790356394129979,257,-349,28,-28,0.5306161343897193,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,1,0
Alistair Overeem,Stefan Struve,175,-219,0.36363636363636365,0.6865203761755486,152,-196,23,-23,0.322884012539185,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,0,0
Gabriel Gonzaga,Matt Mitrione,-296,230,0.7474747474747475,0.30303030303030304,-290,224,-6,6,0.4444444444444445,UFC on FOX: Dos Santos vs Miocic ,Synthetic,1,0,1,0
Claudia Gadelha,Joanna Jedrzejczyk,-326,251,0.7652582159624414,0.2849002849002849,-305,230,-21,21,0.48035793106215646,UFC on FOX: Dos Santos vs Miocic ,Synthetic,1,0,1,0
John Moraga,Willie Gates,-157,127,0.6108949416342413,0.44052863436123346,-172,142,15,-15,0.17036630727300783,UFC on FOX: Dos Santos vs Miocic ,Synthetic,1,0,0,0
Joe Riggs,Ben Saunders,273,-360,0.2680965147453083,0.782608695652174,273,-360,0,0,0.5145121809068656,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,1,0
Jamie Varner,Drew Dober,120,-148,0.45454545454545453,0.5967741935483871,140,-168,-20,20,0.1422287390029326,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,0,0
Joe Ellenberger,Bryan Barberena,238,-308,0.2958579881656805,0.7549019607843137,265,-335,-27,27,0.4590439726186332,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,1,0
David Michaud,Garett Whiteley,-193,155,0.658703071672355,0.39215686274509803,-172,134,-21,21,0.26654620892725694,UFC on FOX: Dos Santos vs Miocic ,Synthetic,1,0,0,0
Henry Cejudo,Dustin Kimura,186,-234,0.34965034965034963,0.7005988023952096,171,-219,15,-15,0.3509484527448599,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,1,0
Anthony Birchak,Ian Entwistle,173,-217,0.3663003663003663,0.6845425867507886,163,-207,10,-10,0.31824222045042233,UFC on FOX: Dos Santos vs Miocic ,Synthetic,0,0,0,0
Carla Esparza,Rose Namajunas,131,-162,0.4329004329004329,0.6183206106870229,131,-162,0,0,0.18542017778659003,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,0,0
Jeremy Stephens,Charles Oliveira,245,-317,0.2898550724637681,0.7601918465227818,230,-302,15,-15,0.4703367740590137,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,1,0
KJ Noons,Daron Cruickshank,201,-255,0.33222591362126247,0.7183098591549296,201,-255,0,0,0.38608394553366715,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,1,0
Joe Proctor,Yancy Medeiros,-259,204,0.7214484679665738,0.32894736842105265,-264,209,5,-5,0.39250109954552115,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,1,0,1,0
Jessica Penne,Randa Markos,136,-168,0.423728813559322,0.6268656716417911,147,-179,-11,11,0.20313685808246906,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,0,0
Felice Herrig,Lisa Ellis,208,-265,0.3246753246753247,0.726027397260274,182,-239,26,-26,0.4013520725849493,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,1,0
Bec Rawlings,Heather Clark,284,-376,0.2604166666666667,0.7899159663865546,309,-401,-25,25,0.529499299719888,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,1,0
Joanne Wood,Seo Hee Ham,-206,165,0.673202614379085,0.37735849056603776,-203,162,-3,3,0.29584412381304726,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,1,0,0,0
Tecia Pennington,Angela Magana,-300,233,0.75,0.3003003003003003,-317,250,17,-17,0.4496996996996997,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,1,0,1,0
Aisling Daly,Alex Chambers,113,-139,0.4694835680751174,0.5815899581589958,94,-120,19,-19,0.11210639008387846,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,0,0
Emily Kagan,Angela Hill,287,-381,0.25839793281653745,0.7920997920997921,301,-395,-14,14,0.5337018592832546,The Ultimate Fighter: A Champion Will Be Crowned Finale ,Synthetic,0,0,1,0
Johny Hendricks,Robbie Lawler,-236,187,0.7023809523809523,0.34843205574912894,-228,179,-8,8,0.3539488966318234,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,1,0
Anthony Pettis,Gilbert Melendez,-170,137,0.6296296296296297,0.4219409282700422,-170,137,0,0,0.20768870135958745,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,0,0
Travis Browne,Brendan Schaub,-208,166,0.6753246753246753,0.37593984962406013,-228,186,20,-20,0.2993848257006152,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,0,0
Todd Duffee,Anthony Hamilton,-188,151,0.6527777777777778,0.398406374501992,-198,161,10,-10,0.2543714032757858,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,0,0
Tony Ferguson,Abel Trujillo,-192,154,0.6575342465753424,0.3937007874015748,-205,167,13,-13,0.2638334591737676,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,0,0
Urijah Faber,Francisco Rivera,-347,265,0.7762863534675615,0.273972602739726,-377,295,30,-30,0.5023137507278355,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,1,0
Eddie Gordon,Josh Samman,-346,264,0.7757847533632287,0.27472527472527475,-325,243,-21,21,0.501059478637954,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,1,0
Corey Anderson,Justin Jones,-311,240,0.7566909975669099,0.29411764705882354,-313,242,2,-2,0.4625733505080864,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,1,0
Raquel Pennington,Ashlee Evans-Smith,251,-326,0.2849002849002849,0.7652582159624414,271,-346,-20,20,0.48035793106215646,UFC 181: Hendricks vs Lawler II ,Synthetic,0,0,1,0
Sergio Pettis,Matt Hobar,259,-338,0.2785515320334262,0.771689497716895,268,-347,-9,9,0.4931379656834688,UFC 181: Hendricks vs Lawler II ,Synthetic,0,0,1,0
Alex White,Clay Collard,-209,167,0.6763754045307443,0.37453183520599254,-228,186,19,-19,0.30184356932475176,UFC 181: Hendricks vs Lawler II ,Synthetic,1,0,0,0
Frankie Edgar,Cub Swanson,-161,130,0.6168582375478927,0.43478260869565216,-189,158,28,-28,0.18207562885224055,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,0,0
King Green,Edson Barboza,-261,205,0.7229916897506925,0.32786885245901637,-260,204,-1,1,0.39512283729167613,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,1,0
Brad Pickett,Chico Camus,208,-265,0.3246753246753247,0.726027397260274,178,-235,30,-30,0.4013520725849493,UFC Fight Night: Edgar vs Swanson ,Synthetic,0,0,1,0
Jared Rosholt,Aleksei Oleinik,-181,146,0.6441281138790036,0.4065040650406504,-151,116,-30,30,0.2376240488383532,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,0,0
Joseph Benavidez,Dustin Ortiz,297,-396,0.2518891687657431,0.7983870967741935,287,-386,10,-10,0.5464979280084504,UFC Fight Night: Edgar vs Swanson ,Synthetic,0,0,1,0
Matt Wiman,Isaac Vallie-Flagg,-185,149,0.6491228070175439,0.40160642570281124,-209,173,24,-24,0.24751638131473264,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,0,0
Ruslan Magomedov,Josh Copeland,-212,169,0.6794871794871795,0.37174721189591076,-222,179,10,-10,0.30773996759126876,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,0,0
Luke Barnatt,Roger Narvaez,-239,189,0.7050147492625368,0.3460207612456747,-249,199,10,-10,0.3589939880168621,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,1,0
James Vick,Nick Hein,125,-154,0.4444444444444444,0.6062992125984252,150,-179,-25,25,0.1618547681539808,UFC Fight Night: Edgar vs Swanson ,Synthetic,0,0,0,0
Yves Edwards,Akbarh Arreola,-223,178,0.6904024767801857,0.3597122302158273,-235,190,12,-12,0.3306902465643584,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,0,0
Paige VanZant,Kailin Curran,212,-270,0.32051282051282054,0.7297297297297297,209,-267,3,-3,0.4092169092169092,UFC Fight Night: Edgar vs Swanson ,Synthetic,0,0,1,0
Juan Manuel Puig,Dooho Choi,-395,296,0.797979797979798,0.25252525252525254,-387,288,-8,8,0.5454545454545454,UFC Fight Night: Edgar vs Swanson ,Synthetic,1,0,1,0
Fabricio Werdum,Mark Hunt,-236,187,0.7023809523809523,0.34843205574912894,-237,188,1,-1,0.3539488966318234,UFC 180: Werdum vs Hunt ,Synthetic,1,0,1,0
Jake Ellenberger,Kelvin Gastelum,123,-151,0.4484304932735426,0.601593625498008,93,-121,30,-30,0.15316313222446537,UFC 180: Werdum vs Hunt ,Synthetic,0,0,0,0
Ricardo Lamas,Dennis Bermudez,-291,227,0.7442455242966752,0.3058103975535168,-269,205,-22,22,0.43843512674315843,UFC 180: Werdum vs Hunt ,Synthetic,1,0,1,0
Augusto Montano,Chris Heatherly,253,-329,0.28328611898017,0.7668997668997669,271,-347,-18,18,0.48361364791959693,UFC 180: Werdum vs Hunt ,Synthetic,0,0,1,0
Edgar Garcia,Hector Urbina,-313,242,0.7578692493946732,0.29239766081871343,-321,250,8,-8,0.4654715885759597,UFC 180: Werdum vs Hunt ,Synthetic,1,0,1,0
Yair Rodriguez,Leonardo Morales,-331,254,0.7679814385150812,0.2824858757062147,-340,263,9,-9,0.48549556280886647,UFC 180: Werdum vs Hunt ,Synthetic,1,0,1,0
Alejandro Perez,Jose Quinonez,205,-260,0.32786885245901637,0.7222222222222222,235,-290,-30,30,0.39435336976320584,UFC 180: Werdum vs Hunt ,Synthetic,0,0,1,0
Jessica Eye,Leslie Smith,116,-143,0.46296296296296297,0.588477366255144,113,-140,3,-3,0.12551440329218105,UFC 180: Werdum vs Hunt ,Synthetic,0,0,0,0
Gabriel Benitez,Humberto Brown Morrison,280,-370,0.2631578947368421,0.7872340425531915,275,-365,5,-5,0.5240761478163494,UFC 180: Werdum vs Hunt ,Synthetic,0,0,1,0
Henry Briones,Guido Cannetti,-248,196,0.7126436781609196,0.33783783783783783,-260,208,12,-12,0.37480584032308173,UFC 180: Werdum vs Hunt ,Synthetic,1,0,1,0
Marco Beltran,Marlon Vera,114,-140,0.4672897196261682,0.5833333333333334,131,-157,-17,17,0.11604361370716515,UFC 180: Werdum vs Hunt ,Synthetic,0,0,0,0
Mauricio Rua,Ovince Saint Preux,210,-268,0.3225806451612903,0.7282608695652174,183,-241,27,-27,0.4056802244039271,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,0,0,1,0
Warlley Alves,Alan Jouban,-218,174,0.6855345911949685,0.36496350364963503,-192,148,-26,26,0.3205710875453335,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,1,0,0,0
Claudio Silva,Leon Edwards,-159,129,0.6138996138996139,0.4366812227074236,-129,99,-30,30,0.1772183911921903,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,1,0,0,0
Dhiego Lima,Jorge de Oliveira,-274,215,0.732620320855615,0.31746031746031744,-263,204,-11,11,0.41516000339529757,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,1,0,1,0
Juliana Lima,Nina Nunes,172,-215,0.36764705882352944,0.6825396825396826,145,-188,27,-27,0.3148926237161531,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,0,0,0,0
Diego Rivas,Rodolfo Rubio Perez,-182,147,0.6453900709219859,0.4048582995951417,-204,169,22,-22,0.24053177132684417,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,1,0,0,0
Caio Magalhaes,Trevor Smith,186,-234,0.34965034965034963,0.7005988023952096,156,-204,30,-30,0.3509484527448599,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,0,0,1,0
Leandro Silva,Charlie Brenneman,157,-196,0.38910505836575876,0.6621621621621622,176,-215,-19,19,0.2730571037964034,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,0,0,0,0
Thomas Almeida,Tim Gorman,166,-207,0.37593984962406013,0.6742671009771987,156,-197,10,-10,0.29832725135313853,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,0,0,0,0
Wagner Silva,Colby Covington,-396,297,0.7983870967741935,0.2518891687657431,-406,307,10,-10,0.5464979280084504,UFC Fight Night 56: Shogun vs Saint Preux ,Synthetic,1,0,1,0
Luke Rockhold,Michael Bisping,-212,169,0.6794871794871795,0.37174721189591076,-183,140,-29,29,0.30773996759126876,UFC Fight Night: Rockhold vs Bisping ,Synthetic,1,0,0,0
