fighter1_name,fighter2_name,event_date,f1_avg_search_7d,f1_avg_search_30d,f1_peak_search_7d,f1_trend_direction,f2_avg_search_7d,f2_avg_search_30d,f2_peak_search_7d,f2_trend_direction,combined_buzz_7d,combined_buzz_30d,max_peak_search,buzz_differential
Vik Grujic,Brendan O'Reilly,2025-07-25 18:29:30.788773,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alptekin Ozkilic,Ben Nguyen,2024-12-22 18:29:30.826266,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Demetrious Johnson,Kyoji Horiguchi,2025-05-11 18:29:30.861724,25.0,25.0,30,0,40.0,33.6,40,1,65.0,58.6,40,15.0
Quinton Jackson,Fabio Maldonado,2025-05-29 18:29:30.891970,25.0,25.0,30,0,12.0,17.25,12,-1,37.0,42.25,30,13.0
Michael Bisping,CB Dollaway,2025-01-08 18:29:30.933356,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
John Makdessi,Shane Campbell,2025-03-01 18:29:30.969671,27.0,24.25,27,1,25.0,25.0,30,0,52.0,49.25,30,2.0
Yves Jabouin,Thomas Almeida,2025-07-02 18:29:31.005019,7.0,5.5,7,-1,25.0,25.0,30,0,32.0,30.5,30,18.0
Patrick Cote,Joe Riggs,2025-07-12 18:29:31.043527,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alexis Davis,Sarah Kaufman,2025-07-15 18:29:31.077379,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chad Laprise,Bryan Barberena,2025-07-26 18:29:31.107884,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Olivier Aubin-Mercier,David Michaud,2025-05-14 18:29:31.141594,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nordine Taleb,Chris Clements,2025-05-06 18:29:31.174199,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessica Rakoczy,Valerie Letourneau,2024-12-17 18:29:31.208623,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Randa Markos,Aisling Daly,2025-08-21 18:29:31.241963,25.0,25.0,30,0,47.0,39.75,47,1,72.0,64.75,47,22.0
Lyoto Machida,Luke Rockhold,2024-12-18 18:29:31.275956,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jacare Souza,Chris Camozzi,2025-10-31 18:29:31.310758,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cub Swanson,Max Holloway,2025-05-07 18:29:31.345550,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Felice Herrig,Paige VanZant,2025-01-14 18:29:31.376033,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jim Miller,Beneil Dariush,2025-03-08 18:29:31.407008,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ovince Saint Preux,Patrick Cummins,2025-03-05 18:29:31.445460,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Corey Anderson,Gian Villante,2025-01-26 18:29:31.479148,10.0,9.4,10,-1,23.0,19.8,23,-1,33.0,29.200000000000003,23,13.0
Takeya Mizugaki,Aljamain Sterling,2025-02-05 18:29:31.517224,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
George Sullivan,Tim Means,2025-07-28 18:29:31.550847,25.0,25.0,30,0,13.0,13.6,13,-1,38.0,38.6,30,12.0
Diego Brandao,Jimy Hettes,2025-09-05 18:29:31.586117,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Eddie Gordon,Chris Dempsey,2025-12-05 18:29:31.616509,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gabriel Gonzaga,Mirko Filipovic,2025-09-17 18:29:31.651622,25.0,25.0,30,0,21.0,16.75,21,1,46.0,41.75,30,4.0
Jimi Manuwa,Jan Blachowicz,2025-02-05 18:29:31.689717,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Pawel Pawlak,Sheldon Westcott,2025-08-07 18:29:31.725849,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joanne Wood,Maryna Moroz,2025-09-30 18:29:31.761601,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Seth Baczynski,Leon Edwards,2025-01-11 18:29:31.798128,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bartosz Fabinski,Garreth McLellan,2024-12-27 18:29:31.825350,9.0,11.75,9,-1,25.0,25.0,30,0,34.0,36.75,30,16.0
Sergio Moraes,Mickael Lebout,2025-02-02 18:29:31.857888,20.0,24.6,20,-1,25.0,25.0,30,0,45.0,49.6,30,5.0
Damian Stasiak,Yaotzin Meza,2025-08-13 18:29:31.884967,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Daniel Omielanczuk,Anthony Hamilton,2025-11-02 18:29:31.923792,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Izabela Badurek,Aleksandra Albu,2025-05-25 18:29:31.957751,25.0,25.0,30,0,19.0,18.8,19,-1,44.0,43.8,30,6.0
Marcin Bandel,Stevie Ray,2025-03-15 18:29:31.990507,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Taylor Lapilus,Rocky Lee,2024-12-10 18:29:32.013993,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chad Mendes,Ricardo Lamas,2025-09-04 18:29:32.040886,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jorge Masvidal,Al Iaquinta,2024-12-31 18:29:32.064954,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Chiesa,Mitch Clarke,2025-05-13 18:29:32.092600,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Julianna Pena,Milana Dudieva,2025-01-12 18:29:32.120428,21.0,24.0,21,-1,25.0,25.0,30,0,46.0,49.0,30,4.0
Clay Guida,Robert Peralta,2025-05-28 18:29:32.147533,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Poirier,Diego Ferreira,2025-04-29 18:29:32.170399,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Liz Carmouche,Lauren Murphy,2025-01-31 18:29:32.197387,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gray Maynard,Alexander Yakovlev,2025-04-14 18:29:32.221989,25.0,25.0,30,0,25.0,23.8,25,1,50.0,48.8,30,0.0
Shamil Abdurakhimov,Timothy Johnson,2025-10-24 18:29:32.256026,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ron Stallings,Justin Jones,2025-12-02 18:29:32.280247,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Demian Maia,Ryan LaFlare,2025-07-07 18:29:32.306293,25.0,25.0,30,0,0.0,11.0,0,-1,25.0,36.0,30,25.0
Erick Silva,Josh Koscheck,2025-07-11 18:29:32.329659,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Leonardo Santos,Anthony Rocco Martin,2025-03-30 18:29:32.351335,11.0,10.6,11,1,25.0,25.0,30,0,36.0,35.6,30,14.0
Amanda Nunes,Shayna Baszler,2025-01-18 18:29:32.384486,17.0,11.75,17,-1,25.0,25.0,30,0,42.0,36.75,30,8.0
Gilbert Burns,Alex Oliveira,2025-01-09 18:29:32.434648,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Godofredo Pepey,Andre Fili,2025-02-10 18:29:32.498513,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Francisco Trinaldo,Akbarh Arreola,2025-04-26 18:29:32.553638,54.0,42.0,54,1,24.0,25.0,24,-1,78.0,67.0,54,30.0
Edimilson Souza,Katsunori Kikuno,2025-01-26 18:29:32.599460,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Leandro Silva,Drew Dober,2025-05-17 18:29:32.645511,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Leonardo Mafra,Cain Carrizosa,2025-02-03 18:29:32.674811,25.0,25.0,30,0,6.0,8.4,6,-1,31.0,33.4,30,19.0
Jorge de Oliveira,Christos Giagos,2025-01-01 18:29:32.704561,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bentley Syler,Fredy Serrano,2025-03-23 18:29:32.729709,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Pettis,Rafael Dos Anjos,2025-08-20 18:29:32.755317,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Carla Esparza,Joanna Jedrzejczyk,2025-11-14 18:29:32.782030,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Johny Hendricks,Matt Brown,2025-02-19 18:29:32.809837,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roy Nelson,Alistair Overeem,2025-11-27 18:29:32.838457,20.0,34.75,20,-1,25.0,25.0,30,0,45.0,59.75,30,5.0
Chris Cariaso,Henry Cejudo,2025-02-09 18:29:32.888312,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ross Pearson,Sam Stout,2025-09-29 18:29:32.934223,48.0,38.8,48,-1,25.0,25.0,30,0,73.0,63.8,48,23.0
Elias Theodorou,Roger Narvaez,2025-10-06 18:29:32.974063,30.0,27.2,30,1,30.0,31.0,30,-1,60.0,58.2,30,0.0
Daron Cruickshank,Beneil Dariush,2025-01-18 18:29:33.013202,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jared Rosholt,Josh Copeland,2025-07-15 18:29:33.051660,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sergio Pettis,Ryan Benoit,2025-02-15 18:29:33.084887,33.0,35.5,33,-1,8.0,7.5,8,1,41.0,43.0,33,25.0
Jake Lindsey,Joe Duffy,2025-06-13 18:29:33.114430,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Larissa Pacheco,Germaine de Randamie,2025-02-06 18:29:33.136333,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ronda Rousey,Cat Zingano,2025-07-01 18:29:33.162906,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Raquel Pennington,Holly Holm,2025-02-18 18:29:33.187757,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jake Ellenberger,Josh Koscheck,2024-12-09 18:29:33.212879,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alan Jouban,Richard Walsh,2025-02-07 18:29:33.238885,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tony Ferguson,Gleison Tibau,2025-03-21 18:29:33.268379,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mark Munoz,Roan Carneiro,2025-04-28 18:29:33.293225,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roman Salazar,Norifumi Yamamoto,2025-03-09 18:29:33.315498,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dhiego Lima,Tim Means,2025-10-31 18:29:33.345570,25.0,25.0,30,0,12.0,16.5,12,-1,37.0,41.5,30,13.0
Derrick Lewis,Ruan Potts,2025-06-04 18:29:33.369485,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
James Krause,Valmir Lazaro,2025-06-25 18:29:33.394063,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Masio Fullen,Alex Torres,2025-08-23 18:29:33.418574,25.0,25.0,30,0,8.0,7.25,8,1,33.0,32.25,30,17.0
Antonio Silva,Frank Mir,2025-05-26 18:29:33.444149,25.0,25.0,30,0,31.0,23.0,31,1,56.0,48.0,31,6.0
Edson Barboza,Michael Johnson,2025-10-13 18:29:33.472562,25.0,25.0,30,0,30.0,34.0,30,1,55.0,59.0,30,5.0
Cezar Ferreira,Sam Alvey,2025-10-09 18:29:33.497284,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rustam Khabilov,Adriano Martins,2025-07-19 18:29:33.515416,25.0,25.0,30,0,18.0,14.0,18,1,43.0,39.0,30,7.0
Iuri Alcantara,Frankie Saenz,2025-11-20 18:29:33.539832,25.0,25.0,30,0,13.0,34.0,13,-1,38.0,59.0,30,12.0
Santiago Ponzinibbio,Sean Strickland,2025-06-02 18:29:33.568963,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessica Andrade,Marion Reneau,2025-03-02 18:29:33.587726,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
William Macario,Matt Dwyer,2025-01-14 18:29:33.614493,39.0,37.75,39,1,25.0,25.0,30,0,64.0,62.75,39,14.0
Tiago dos Santos e Silva,Mike de la Torre,2025-09-13 18:29:33.639768,14.0,16.25,14,1,25.0,25.0,30,0,39.0,41.25,30,11.0
Douglas Silva de Andrade,Cody Gibson,2025-05-11 18:29:33.660301,25.0,25.0,30,0,41.0,46.4,41,1,66.0,71.4,41,16.0
Ivan Jorge,Josh Shockley,2025-02-27 18:29:33.685212,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Benson Henderson,Brandon Thatch,2025-06-23 18:29:33.711110,25.0,25.0,30,0,3.0,5.4,3,-1,28.0,30.4,30,22.0
Max Holloway,Cole Miller,2025-06-21 18:29:33.733151,25.0,25.0,30,0,37.0,34.0,37,-1,62.0,59.0,37,12.0
Neil Magny,Kiichi Kunimoto,2025-08-31 18:29:33.761147,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Daniel Kelly,Patrick Walsh,2025-03-24 18:29:33.784750,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michel Prazeres,Kevin Lee,2025-03-31 18:29:33.809269,25.0,25.0,30,0,12.0,14.6,12,1,37.0,39.6,30,13.0
Ray Borg,Chris Kelades,2025-03-02 18:29:33.836109,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Efrain Escudero,Rodrigo de Lima,2025-01-04 18:29:33.860593,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chas Skelly,Jim Alers,2025-08-09 18:29:33.888486,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Zach Makovsky,Tim Elliott,2025-11-29 18:29:33.915093,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
James Moontasri,Cody Pfister,2025-11-14 18:29:33.941782,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anderson Silva,Nick Diaz,2025-09-28 18:29:33.971050,25.0,25.0,30,0,58.0,49.6,58,1,83.0,74.6,58,33.0
Tyron Woodley,Kelvin Gastelum,2025-12-06 18:29:33.994818,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Lauzon,Al Iaquinta,2025-08-08 18:29:34.019358,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thales Leites,Tim Boetsch,2025-04-09 18:29:34.042824,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jordan Mein,Thiago Alves,2025-11-27 18:29:34.068264,25.0,25.0,30,0,17.0,12.5,17,-1,42.0,37.5,30,8.0
Miesha Tate,Sara McMann,2025-06-03 18:29:34.097243,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ed Herman,Derek Brunson,2025-06-11 18:29:34.115717,25.0,25.0,30,0,16.0,21.5,16,-1,41.0,46.5,30,9.0
Ian McCall,John Lineker,2025-06-04 18:29:34.145079,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rafael Natal,Tom Watson,2025-07-02 18:29:34.169350,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Richardson Moreira,Ildemar Alcantara,2025-05-08 18:29:34.187552,25.0,25.0,30,0,16.0,13.5,16,1,41.0,38.5,30,9.0
Thiago Santos,Andy Enz,2025-09-16 18:29:34.215501,25.0,25.0,30,0,7.0,7.0,7,1,32.0,32.0,30,18.0
Alexander Gustafsson,Anthony Johnson,2025-01-29 18:29:34.238136,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dan Henderson,Gegard Mousasi,2025-03-05 18:29:34.260358,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Phil Davis,Ryan Bader,2025-02-26 18:29:34.280858,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Akira Corassani,Sam Sicilia,2024-12-25 18:29:34.302908,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nicholas Musoke,Albert Tumenov,2025-12-04 18:29:34.326914,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kenny Robertson,Sultan Aliev,2025-01-08 18:29:34.347512,16.0,9.75,16,1,25.0,25.0,30,0,41.0,34.75,30,9.0
Andy Ogle,Makwan Amirkhani,2025-02-11 18:29:34.373087,25.0,25.0,30,0,16.0,31.5,16,-1,41.0,56.5,30,9.0
Nikita Krylov,Stanislav Nedkov,2025-01-14 18:29:34.395258,25.0,25.0,30,0,21.0,18.25,21,1,46.0,43.25,30,4.0
Mairbek Taisumov,Anthony Christodoulou,2024-12-12 18:29:34.420482,25.0,25.0,30,0,45.0,32.75,45,1,70.0,57.75,45,20.0
Mirsad Bektic,Paul Redmond,2025-02-21 18:29:34.447738,25.0,25.0,30,0,20.0,28.25,20,-1,45.0,53.25,30,5.0
Viktor Pesta,Konstantin Erokhin,2025-10-01 18:29:34.473020,25.0,25.0,30,0,23.0,15.0,23,1,48.0,40.0,30,2.0
Neil Seery,Chris Beal,2024-12-24 18:29:34.497608,25.0,25.0,30,0,26.0,35.0,26,-1,51.0,60.0,30,1.0
Conor McGregor,Dennis Siver,2025-10-11 18:29:34.523687,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Donald Cerrone,Benson Henderson,2025-05-30 18:29:34.549004,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Uriah Hall,Ron Stallings,2025-07-28 18:29:34.572195,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Norman Parke,Gleison Tibau,2025-10-18 18:29:34.595813,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cathal Pendred,Sean Spencer,2025-03-06 18:29:34.618721,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
John Howard,Lorenz Larkin,2025-07-10 18:29:34.644478,25.0,25.0,30,0,15.0,11.5,15,-1,40.0,36.5,30,10.0
Zhang Lipeng,Chris Wade,2025-01-31 18:29:34.668916,25.0,25.0,30,0,28.0,26.75,28,-1,53.0,51.75,30,3.0
Paddy Holohan,Shane Howell,2025-03-24 18:29:34.694422,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Johnny Case,Frankie Perez,2025-12-04 18:29:34.718555,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Charles Rosa,Sean Soriano,2025-03-07 18:29:34.743521,17.0,34.0,17,-1,25.0,25.0,30,0,42.0,59.0,30,8.0
Matt Van Buren,Sean O'Connell,2025-03-29 18:29:34.770112,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tateki Matsuda,Joby Sanchez,2025-04-06 18:29:34.792362,25.0,25.0,30,0,5.0,5.0,5,1,30.0,30.0,30,20.0
Jon Jones,Daniel Cormier,2025-11-25 18:29:34.817052,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Donald Cerrone,Myles Jury,2025-04-03 18:29:34.841689,25.0,25.0,30,0,4.0,8.5,4,1,29.0,33.5,30,21.0
Brad Tavares,Nate Marquardt,2025-10-12 18:29:34.863195,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kyoji Horiguchi,Louis Gaudinot,2025-03-05 18:29:34.886089,44.0,52.25,44,-1,8.0,6.5,8,-1,52.0,58.75,44,36.0
Hector Lombard,Joshua Burkman,2025-12-01 18:29:34.913418,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Danny Castillo,Paul Felder,2025-09-16 18:29:34.936725,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcus Brimage,Cody Garbrandt,2025-04-21 18:29:34.959691,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shawn Jordan,Jared Cannonier,2025-05-02 18:29:34.983060,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Evan Dunham,Rodrigo Damm,2025-07-21 18:29:35.005369,25.0,25.0,30,0,8.0,8.0,8,-1,33.0,33.0,30,17.0
Omari Akhmedov,Mats Nilsson,2025-07-29 18:29:35.030595,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alexis Dufresne,Marion Reneau,2025-06-02 18:29:35.054604,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Lyoto Machida,CB Dollaway,2025-02-25 18:29:35.079431,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Renan Barao,Mitch Gagnon,2025-08-06 18:29:35.102321,12.0,16.5,12,-1,25.0,25.0,30,0,37.0,41.5,30,13.0
Antonio Carlos Junior,Patrick Cummins,2025-07-27 18:29:35.126343,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Elias Silverio,Rashid Magomedov,2025-08-20 18:29:35.146753,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Erick Silva,Mike Rhodes,2025-12-02 18:29:35.170634,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Daniel Sarafian,Antonio Dos Santos,2025-04-12 18:29:35.196707,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcos Rogerio de Lima,Igor Pokrajac,2025-10-18 18:29:35.218609,26.0,30.75,26,1,25.0,25.0,30,0,51.0,55.75,30,1.0
Tom Niinimaki,Renato Moicano,2025-08-17 18:29:35.246186,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Darren Elkins,Hacran Dias,2025-10-19 18:29:35.268619,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Leandro Issa,Yuta Sasaki,2025-10-28 18:29:35.295425,25.0,25.0,30,0,7.0,8.5,7,-1,32.0,33.5,30,18.0
Marcio Alexandre Junior,Tim Means,2025-08-08 18:29:35.321567,25.0,25.0,30,0,20.0,14.5,20,1,45.0,39.5,30,5.0
Vitor Miranda,Jake Collier,2025-11-20 18:29:35.343738,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Junior Dos Santos,Stipe Miocic,2025-09-11 18:29:35.364954,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rafael Dos Anjos,Nate Diaz,2025-03-02 18:29:35.386071,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alistair Overeem,Stefan Struve,2025-06-08 18:29:35.408370,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gabriel Gonzaga,Matt Mitrione,2025-06-03 18:29:35.429604,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Claudia Gadelha,Joanna Jedrzejczyk,2025-03-30 18:29:35.451576,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
John Moraga,Willie Gates,2025-04-07 18:29:35.474550,34.0,27.0,34,1,25.0,25.0,30,0,59.0,52.0,34,9.0
Joe Riggs,Ben Saunders,2025-04-02 18:29:35.500786,25.0,25.0,30,0,38.0,33.75,38,-1,63.0,58.75,38,13.0
Jamie Varner,Drew Dober,2025-07-02 18:29:35.524459,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Ellenberger,Bryan Barberena,2025-07-31 18:29:35.550828,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
David Michaud,Garett Whiteley,2025-09-09 18:29:35.573011,25.0,25.0,30,0,8.0,31.5,8,1,33.0,56.5,30,17.0
Henry Cejudo,Dustin Kimura,2025-07-16 18:29:35.598024,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Birchak,Ian Entwistle,2025-11-06 18:29:35.621185,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Carla Esparza,Rose Namajunas,2025-04-23 18:29:35.643217,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jeremy Stephens,Charles Oliveira,2025-07-09 18:29:35.667980,25.0,25.0,30,0,47.0,33.5,47,1,72.0,58.5,47,22.0
KJ Noons,Daron Cruickshank,2025-09-07 18:29:35.693195,16.0,16.4,16,-1,25.0,25.0,30,0,41.0,41.4,30,9.0
Joe Proctor,Yancy Medeiros,2025-01-18 18:29:35.720213,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessica Penne,Randa Markos,2025-07-20 18:29:35.742939,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Felice Herrig,Lisa Ellis,2025-05-31 18:29:35.768970,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bec Rawlings,Heather Clark,2025-01-04 18:29:35.791471,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joanne Wood,Seo Hee Ham,2025-04-03 18:29:35.816637,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tecia Pennington,Angela Magana,2025-05-18 18:29:35.840743,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Aisling Daly,Alex Chambers,2025-07-07 18:29:35.863508,55.0,36.0,55,-1,25.0,25.0,30,0,80.0,61.0,55,30.0
Emily Kagan,Angela Hill,2025-05-25 18:29:35.887340,43.0,38.2,43,1,25.0,25.0,30,0,68.0,63.2,43,18.0
Johny Hendricks,Robbie Lawler,2025-05-28 18:29:35.911906,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Pettis,Gilbert Melendez,2025-09-03 18:29:35.934575,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Travis Browne,Brendan Schaub,2025-11-10 18:29:35.960869,24.0,37.4,24,-1,25.0,25.0,30,0,49.0,62.4,30,1.0
Todd Duffee,Anthony Hamilton,2025-02-15 18:29:35.989955,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tony Ferguson,Abel Trujillo,2025-11-24 18:29:36.016367,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Urijah Faber,Francisco Rivera,2025-07-30 18:29:36.045780,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Eddie Gordon,Josh Samman,2025-04-14 18:29:36.076765,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Corey Anderson,Justin Jones,2025-03-18 18:29:36.102076,12.0,9.5,12,1,25.0,25.0,30,0,37.0,34.5,30,13.0
